报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
买入返售金融资产(万元),3698500,3276400,7370400,9229700,4193400,1913600,149800,81000,887600,3765500,5216200,3404500,11729100,25428500,30686900,18304800,17863600,20397500,29068800,34711400,27169200,24715400,30398400,34598300,18647280,13365395,11719540,3957221,3430389,7194073,11013305,13693260,9826343,7361530,5496150,5720913,4092340,3602692,3795794,3247499,3473335,4390683,5919095,6374802,3376893,3922689,3302160,2223148,1127177,596448,739970,866533,1163147,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
发放贷款及垫款(万元),194975700,186760300,179420700,172110000,166042000,160302200,154905200,150418400,143586900,139385400,132393500,123098500,118687200,118222600,115904500,110131300,100363700,97416000,92104800,87401400,83212700,81769700,77246700,74134500,70826239,69323808,67107551,64010712,61007534,59871661,44099098,41569576,40096608,39262054,36848847,36760432,35556255,35689906,33905689,31687468,28171469,25307636,24023325,22787138,21578963,20722720,20038132,18530199,17524481,16884679,16927308,14961543,12108390,
可供出售金融资产(万元),--,--,--,--,3674400,3511300,1029300,123800,117900,150200,128000,274600,124500,76600,158600,195400,149300,247600,128700,71700,46700,5817500,9174200,8193300,8989587,8073396,8022951,7991749,7838353,7839267,3698305,3323973,3153418,3999811,4105895,3830861,3699841,3400291,4101572,4632326,4879972,4800908,3685754,2328602,1785089,2029651,2061649,2130438,1805234,1938286,1523217,2624854,3151024,
持有至到期投资(万元),70003000,--,--,--,35836000,32918100,30282200,29143300,28680200,28286200,28459800,28927600,26616600,26002200,24613700,23109400,20787400,20018900,19884800,19495500,19566700,14002000,10038100,10277100,10312418,10593139,10822395,10958508,10768308,10883604,7834506,7041280,6137984,4467248,3749631,3622993,3458544,2715006,2429297,1921874,1558476,1539387,1627149,1599602,1591149,1600035,1581936,1747341,1754819,1792948,1795764,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,54200,54200,52100,52100,56200,56200,48600,48600,47200,58300,59600,59600,50800,52200,52200,52180,53580,53580,53929,53929,41729,40741,40439,40439,38439,38439,36431,39271,39699,39699,40239,41739,39038,46401,27195,25195,25204,25195,20274,24767,0,0,23337,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
投资性房地产(万元),19400,19400,20000,20300,20900,21200,21300,22100,22100,21100,22800,22900,21200,14500,10700,10900,11000,10100,10300,11400,11600,18400,18700,19300,19637,25033,25373,25728,26279,26053,53972,55262,53981,52962,55031,53663,52385,45408,41472,39788,41169,43630,43880,44547,44110,47990,46103,44072,46066,0,0,--,--,
固定资产原值(万元),1748700,--,1465800,--,1381200,--,1344100,--,1344600,--,1012100,--,930300,--,801400,--,788700,--,732300,--,731200,--,671900,--,667382,--,614491,--,626956,--,436964,--,434039,0,389493,0,335631,0,320740,--,312619,0,292937,--,295885,--,298233,--,290858,0,381758,402207,--,
