报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
盈余公积(万元),1563700,1563700,1364600,1364600,1364600,1364600,1180100,1180100,1180100,1180100,1004500,1004500,1004500,1004500,837000,837000,837000,837000,681100,681100,681073,681073,546485,546485,544545,544545,428238,428238,428238,428238,338691,338691,338691,338691,270619,270619,270619,270619,214275,214275,214275,214275,160101,160101,160101,160101,126619,126619,126619,118276,243329,
一般风险准备(万元),3068200,3068200,2860400,2859400,2856200,2855400,2610600,2609300,2607100,2606700,2300300,2300100,2299700,2299500,1813900,1813800,1813800,1813600,1599700,1598600,1598574,1598557,1334919,1334893,1334893,1334893,684493,684493,684493,684493,496209,496209,496209,496209,364549,364549,364549,364549,297800,297800,297800,297800,207800,207800,207800,207800,76561,76561,76561,31432,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
未分配利润(万元),6626500,6161600,6253100,5776800,5789600,5211900,5341700,5203400,5074400,4530300,4749500,4569900,4352500,3825200,4208000,4009300,3768300,3269900,3336500,3139800,2865687,2413507,2567138,2245886,2232890,1819775,2416091,2205759,2049474,1712339,1872849,1605482,1482007,1230016,1344108,1139668,1070749,861541,860562,713625,683633,533344,574694,426001,370086,210533,284001,125655,70600,-65912,-307059,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
归属于母公司股东权益合计(万元),19765000,19245000,18748400,18206500,18150700,17484400,15229200,14795500,14691000,14212000,14135100,12374000,12171800,11655100,10784700,10325900,10024700,9590300,9184900,8750300,8346720,7811401,7782736,7595157,7608782,7161679,7004414,6750131,6549538,5038334,4817720,4599916,4510154,4254598,4265066,4058873,3989009,3755942,3642678,3536742,3515083,3379421,3127127,2872256,2844839,2666795,2613667,1032093,984029,784168,347504,
少数股东权益(万元),172600,168400,216000,187100,185800,187000,178300,176600,169100,165900,157100,153200,28400,26300,25600,24400,25300,24100,23300,22700,19601,19210,19403,19261,7558,7393,7205,6859,6600,5018,5064,5055,2192,2090,2074,1956,1881,1836,1811,1817,1864,1942,0,0,0,0,0,0,--,--,0,
所有者权益(或股东权益)合计(万元),19937600,19413400,18964400,18393600,18336500,17671400,15407500,14972100,14860100,14377900,14292200,12527200,12200200,11681400,10810300,10350300,10050000,9614400,9208200,8773000,8366321,7830611,7802139,7614418,7616340,7169071,7011619,6756990,6556137,5043352,4822784,4604971,4512346,4256688,4267140,4060829,3990890,3757777,3644489,3538559,3516947,3381363,3127127,2872256,2844839,2666795,2613667,1032093,984029,784168,347504,
负债和所有者权益(或股东权益)总计(万元),263750100,257286500,253269300,248563700,239295200,232980500,227522600,223916700,217445900,211633900,204284300,197140800,190505600,184490900,178779900,162422800,152786000,152443700,149065300,147560600,138959064,133676385,120753427,120245182,115095558,111996893,111815324,110101589,100126619,95649868,86252128,81580151,73424145,73321050,68975897,64611286,56523387,53346932,50167978,47810022,44176180,41702102,40295856,36335295,36344746,35422294,30675266,26398118,27296889,23304382,20293998,		
  
